placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,thursday,friday,saturday,sunday,monday,tuesday,wednesday,imgUrl,isClaimed,latitude,longitude,query,timestamp,info
https://www.google.com/maps/place/Elmwood+Primary+Care/data=!4m5!3m4!1s0x4cb1e46fedada231:0xf82727d787e44242!8m2!3d44.5541399!4d-69.6309473,Elmwood Primary Care,3.5,23,Doctor,,"211 Main St, Waterville, ME 04901, United States","H939+MJ Waterville, Maine, USA",mainegeneral.org,+1 207-877-3400,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9P5EhpcAvhjvXlhrrcs9zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.63755&pitch=0&thumbfov=100,TRUE,44.5541875,-69.6309375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:18.051Z,
https://www.google.com/maps/place/Gorham+Primary+Care/data=!4m5!3m4!1s0x4cb29125376ba459:0xb414ebedcd0b75ed!8m2!3d43.681555!4d-70.438132,Gorham Primary Care,,,Family practice physician,,"130 Main St, Gorham, ME 04038, United States","MHJ6+JP Gorham, Maine, USA",,+1 207-839-5551,9am-4:30pm,9am-4:30pm,Closed,Closed,9am-4:30pm,9am-4:30pm,9am-12pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mxUKpGad44zWC-nl--UQrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.8433&pitch=0&thumbfov=100,TRUE,43.6815625,-70.4381875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:21.957Z,
https://www.google.com/maps/place/Westbrook+Family+Medicine/data=!4m5!3m4!1s0x4cb29a6923e6d67f:0x738ade60575c0830!8m2!3d43.682265!4d-70.3503516,Westbrook Family Medicine,3.2,6,Family practice physician,,"1 Harnois Ave, Westbrook, ME 04092, United States","MJJX+WV Westbrook, Maine, USA",mmc.org,+1 207-661-3400,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8Qhz19dDWmuBBbHfhxVXWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.55348&pitch=0&thumbfov=100,FALSE,43.6823125,-70.3503125,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:26.539Z,
https://www.google.com/maps/place/Western+Maine+Primary+Care/data=!4m5!3m4!1s0x4cb24b3da4444055:0x9d775691697183a0!8m2!3d44.212686!4d-70.5429661,Western Maine Primary Care,3,2,Family practice physician,,"8 Pikes Hill, Norway, ME 04268, United States","6F74+3R Norway, Maine, USA",mainehealth.org,+1 207-744-6444,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RgaPUx-5rm3S3n8uY3_9MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.46551&pitch=0&thumbfov=100,TRUE,44.2126875,-70.5429375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:30.510Z,
https://www.google.com/maps/place/Portland+Direct+Primary+Care/data=!4m5!3m4!1s0x4cb29d6638c8f62d:0xcc4613c23e4405a8!8m2!3d43.6406714!4d-70.2547131,Portland Direct Primary Care,5,22,Doctor,,"27 Ocean St #3, South Portland, ME 04106, United States","JPRW+74 South Portland, Maine, USA",portlanddirectprimarycare.com,+1 207-200-4519,9am-5pm,9am-5pm,Closed,Closed,9am-5pm,9am-5pm,9am-5pm,https://lh5.googleusercontent.com/p/AF1QipOr6CsQ2W19S7uU2fTwB6W4mj8PUpJg5w__zIua=w428-h240-k-no,TRUE,43.6406875,-70.2546875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:35.679Z,LGBTQ+ friendly
https://www.google.com/maps/place/Redington+Medical+Primary+Care/data=!4m5!3m4!1s0x4cb1c1528dccaffb:0x73ef726ccb2cce7a!8m2!3d44.7588925!4d-69.7130792,Redington Medical Primary Care,2.3,3,Doctor,,"46 Fairview Ave # 111, Skowhegan, ME 04976, United States","Q75P+HQ Skowhegan, Maine, USA",rfgh.net,+1 207-474-0905,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WKB_xG2w0IxCl7BhO9rquA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.000034&pitch=0&thumbfov=100,FALSE,44.7589375,-69.7130625,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:40.045Z,
https://www.google.com/maps/place/Northern+Light+Mercy+Primary+Care/data=!4m5!3m4!1s0x4cb29c07130ce3bb:0x752b983a737f6296!8m2!3d43.636193!4d-70.3229974,Northern Light Mercy Primary Care,3.8,12,Doctor,,"25 Long Creek Dr, South Portland, ME 04106, United States","JMPG+FR South Portland, Maine, USA",northernlighthealth.org,+1 207-535-1880,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DsU8XQNPQT3_xq3aH3Oy5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.61096&pitch=0&thumbfov=100,TRUE,43.6361875,-70.3229375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:43.947Z,
https://www.google.com/maps/place/Redington+Medical+Primary+Care/data=!4m5!3m4!1s0x4cb1c03106e808cd:0xbe8a6fcf00b3ff86!8m2!3d44.7102261!4d-69.8039414,Redington Medical Primary Care,5,1,Doctor,,"8 Colonial Ln, Norridgewock, ME 04957, United States","P56W+3C Norridgewock, Maine, USA",rfgh.net,+1 207-634-4366,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TVGF8fvBJgbM4Chb-1AuRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.00279&pitch=0&thumbfov=100,FALSE,44.7101875,-69.8039375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:47.821Z,
"https://www.google.com/maps/place/Lincoln+Medical+Partners+Primary+Care+Damariscotta+The+Herbert+%26+Roberta+Watson+Health+Center/@44.025354,-69.5330846,17z/data=!3m1!4b1!4m5!3m4!1s0x4cad94dadd690edf:0x9eaefad57782aa1c!8m2!3d44.025354!4d-69.5308959",Lincoln Medical Partners Primary Care Damariscotta The Herbert & Roberta Watson Health Center,3.8,5,Doctor,,"24 Miles Center Way, Damariscotta, ME 04543, United States","2FG9+4J Damariscotta, Maine, USA",,+1 207-563-4780,,,,,,,,,TRUE,44.0253125,-69.5309375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:53.727Z,
https://www.google.com/maps/place/Augusta+Family+Medicine/data=!4m5!3m4!1s0x4cb202441802e6a3:0x31c86a5dfb011909!8m2!3d44.3653026!4d-69.7959832,Augusta Family Medicine,3.2,20,Medical clinic,,"15 Enterprise Drive, Augusta, ME 04330, United States","9683+4J Augusta, Maine, USA",mainegeneral.org,+1 207-621-8800,8am-4:30pm,8am-4:30pm,Closed,Closed,8am-4:30pm,8am-4:30pm,8am-4:30pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PMTNXNeUWTnnvHTOlqrbYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.63612&pitch=0&thumbfov=100,TRUE,44.3653125,-69.7959375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:53:57.737Z,
https://www.google.com/maps/place/Somerset+Primary+Care/data=!4m5!3m4!1s0x4cb1c6b3267a0d7b:0x2f0462b838ecaa7f!8m2!3d44.7586721!4d-69.7166241,Somerset Primary Care,3.9,15,Doctor,,"62 Main St, Skowhegan, ME 04976, United States","Q75M+F9 Skowhegan, Maine, USA",rfgh.net,+1 207-858-4844,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yEqFVh9OA0Ptl593Ci_Xhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.60209&pitch=0&thumbfov=100,FALSE,44.7586875,-69.7165625,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:01.235Z,
https://www.google.com/maps/place/Mercy+Primary+Care+Center:+Cvitkovich+Donald+MD/data=!4m5!3m4!1s0x4cb29c17338a7ffd:0x8ca10348d8d3a1b7!8m2!3d43.6515198!4d-70.2649108,Mercy Primary Care Center: Cvitkovich Donald MD,,,Doctor,,"144 State St # 5, Portland, ME 04101, United States","MP2P+J2 Portland, Maine, USA",,+1 207-879-3481,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TRLr9a58zP_xVEvU8ohfpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.3213&pitch=0&thumbfov=100,FALSE,43.6515625,-70.2649375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:05.049Z,
https://www.google.com/maps/place/Southern+Maine+Health+Care+Family+Medicine+-+Sanford/data=!4m5!3m4!1s0x4cb2c9e7d82c85b3:0x41c99748e013ad06!8m2!3d43.4478443!4d-70.7667392,Southern Maine Health Care Family Medicine - Sanford,2,3,Family practice physician,,"25A June St Suite 111, Sanford, ME 04073, United States","C6XM+48 Sanford, Maine, USA",mainehealth.org,+1 207-490-7998,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8bYpcR82N71b0G-9zKUYvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.15417&pitch=0&thumbfov=100,TRUE,43.4478125,-70.7666875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:08.915Z,
https://www.google.com/maps/place/Central+Maine+Family+Practice/data=!4m5!3m4!1s0x4cb26bc72da9c51b:0x27fff99bcd509005!8m2!3d44.102161!4d-70.21447,Central Maine Family Practice,2,10,Family practice physician,,"12 High St Suite 302, Lewiston, ME 04240, United States","4Q2P+V6 Lewiston, Maine, USA",cmhc.org,+1 207-795-5750,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://lh5.googleusercontent.com/p/AF1QipOn-7NurJr4IJPReiqVuXE-coWLLtgMxt_pIoW8=w408-h272-k-no,TRUE,44.1021875,-70.2144375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:12.971Z,
https://www.google.com/maps/place/Northern+Light+Primary+Care/data=!4m5!3m4!1s0x4cafb3f8b232cb89:0x50ea03cb5090d824!8m2!3d44.8732515!4d-68.6983416,Northern Light Primary Care,2.8,23,Doctor,,"84 Kelley Rd, Orono, ME 04473, United States","V8F2+8M Orono, Maine, USA",northernlighthealth.org,+1 207-866-4399,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bPiT3vJy0rzrsFI5OiefAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.123749&pitch=0&thumbfov=100,FALSE,44.8733125,-68.6983125,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:17.089Z,
https://www.google.com/maps/place/Gardiner+Family+Medicine/data=!4m5!3m4!1s0x4cb2081b13bf7b7b:0x29e07fac8a3982a2!8m2!3d44.183674!4d-69.826358,Gardiner Family Medicine,2.7,42,Family practice physician,,"5 Central Maine Crossing, Gardiner, ME 04345, United States","55MF+FF Gardiner, Maine, USA",mainegeneral.org,+1 207-582-6608,8am-4:30pm,8am-4:30pm,Closed,Closed,8am-4:30pm,8am-4:30pm,8am-4:30pm,https://lh5.googleusercontent.com/p/AF1QipPbc5tzQckwwejrpxOGs5jpSoBJUgh6DSnuBRNC=w408-h306-k-no,TRUE,44.18375,-69.82625,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:21.666Z,
https://www.google.com/maps/place/Maine+Medical+Partners+Lakes+Region+Primary+Care/data=!4m5!3m4!1s0x4cb28c794b084fdf:0x2ff0738df6e89bc9!8m2!3d43.8167461!4d-70.4317378,Maine Medical Partners Lakes Region Primary Care,2.1,36,Medical group,,"582 Roosevelt Trail, Windham, ME 04062, United States","RH89+M8 Windham, Maine, USA",mainehealth.org,+1 207-892-3233,8am-5pm,8am-5pm,9am-12pm,Closed,8am-5pm,8am-7pm,8am-7pm,https://lh5.googleusercontent.com/p/AF1QipMrECJKAk1_q2V6wRBG4_lIXv5mlWkKER959dM=w426-h240-k-no,TRUE,43.8166875,-70.4316875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:25.650Z,
https://www.google.com/maps/place/Maine+Medical+Partners+-+Westbrook+Family+Medicine/data=!4m5!3m4!1s0x4cb29a68d934b5ed:0x34e6ef550db641bb!8m2!3d43.682265!4d-70.3503516,Maine Medical Partners - Westbrook Family Medicine,3,2,Medical group,,"1 Harnois Ave #2a, Westbrook, ME 04092, United States","MJJX+WV Westbrook, Maine, USA",mainehealth.org,+1 207-661-3400,7:30am-5pm,7:30am-5pm,Closed,Closed,7:30am-7pm,7:30am-5pm,7:30am-7pm,https://lh5.googleusercontent.com/p/AF1QipPCHLLmbLq7IhtIR09_idRXLDSSsSZvHBtC7OfQ=w408-h272-k-no,TRUE,43.6823125,-70.3503125,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:29.701Z,
https://www.google.com/maps/place/Primary+Health/data=!4m5!3m4!1s0x4caef1dc57315f39:0xef08c07a8b775f26!8m2!3d44.5312608!4d-68.4026842,Primary Health,3.6,18,Medical clinic,,"34 Downeast Hwy, Ellsworth, ME 04605, United States","GHJW+GW Ellsworth, Maine, USA",primaryhealthmaine.com,+1 207-667-2288,8am-4:30pm,8am-4:30pm,Closed,Closed,8am-4:30pm,8am-4:30pm,8am-4:30pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OMnmxlOxFOsVzX1M39FfHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.0443&pitch=0&thumbfov=100,FALSE,44.5313125,-68.4026875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:33.677Z,
https://www.google.com/maps/place/Brunswick+Primary+Care/data=!4m5!3m4!1s0x4cad8736c023cdeb:0x2ac003c6ae845512!8m2!3d43.8953866!4d-69.9681006,Brunswick Primary Care,,,Medical clinic,,"329 Maine St, Brunswick, ME 04011, United States","V2WJ+5Q Brunswick, Maine, USA",cmmc.org,+1 207-729-6162,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5pF-7Ok1OGClGOYnvdRTQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.137129&pitch=0&thumbfov=100,FALSE,43.8954375,-69.9680625,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:37.608Z,
https://www.google.com/maps/place/Mid+Coast+Primary+Care+Center/data=!4m5!3m4!1s0x4cad876b785d03c1:0x67f642f417388f8f!8m2!3d43.9112698!4d-69.9656657,Mid Coast Primary Care Center,1.8,4,Doctor,,"22 Station Ave, Brunswick, ME 04011, United States","W26M+GP Brunswick, Maine, USA",midcoasthealth.com,+1 207-406-7500,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uv9W7ElUjh6P0SwhyaNfNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.426495&pitch=0&thumbfov=100,FALSE,43.9113125,-69.9656875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:44.708Z,
https://www.google.com/maps/place/Mid+Coast+Medical+Group%E2%80%93Family+Practice+at+Parkview/data=!4m5!3m4!1s0x4cad8736efa88cb1:0xcaffe62d0cab2b04!8m2!3d43.8951831!4d-69.9680787,Mid Coast Medical Group-Family Practice at Parkview,3.1,16,Medical office,,"329 Maine St suite a200, Brunswick, ME 04011, United States","V2WJ+3Q Brunswick, Maine, USA",midcoasthealth.com,+1 207-373-4700,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://lh5.googleusercontent.com/p/AF1QipMiP6Zl2aZHcFQnByodSxDbgGOfzgWIu83GPfOf=w408-h310-k-no,TRUE,43.8951875,-69.9680625,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:48.921Z,
https://www.google.com/maps/place/Winthrop+Family+Medicine/data=!4m5!3m4!1s0x4cb21b1d19a08ead:0xefe4c4449247cffd!8m2!3d44.3070956!4d-69.9711319,Winthrop Family Medicine,2.8,14,Family practice physician,,"149 Main St, Winthrop, ME 04364, United States","824H+RG Winthrop, Maine, USA",mainegeneral.org,+1 207-377-2111,7am-4:30pm,7am-4:30pm,Closed,Closed,7am-4:30pm,7am-4:30pm,7am-4:30pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g8zs-qvLtmIt9rlBvJcpGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.548565&pitch=0&thumbfov=100,TRUE,44.3070625,-69.9711875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:53.394Z,
https://www.google.com/maps/place/St.+Joseph+Family+Medicine+-+Hampden/data=!4m5!3m4!1s0x4cae496379b582f5:0xeb8e7df68cab0b9!8m2!3d44.7442825!4d-68.8396667,St. Joseph Family Medicine - Hampden,5,3,Family practice physician,,"21 Western Ave, Hampden, ME 04444, United States","P5V6+P4 Hampden, Maine, USA",stjoeshealing.org,+1 207-544-4266,8am-5pm,8am-5pm,Closed,Closed,8am-5pm,8am-5pm,8am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kkubjijlJRvBz1VtOsNxvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.7444&pitch=0&thumbfov=100,TRUE,44.7443125,-68.8396875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:54:57.360Z,
https://www.google.com/maps/place/Topsham+Family+Medicine/data=!4m5!3m4!1s0x4cb27877fbd09bb5:0x497c78cec89715f6!8m2!3d43.9369025!4d-69.9704333,Topsham Family Medicine,2.3,42,Family practice physician,,"4 Horton Pl # 101, Topsham, ME 04086, United States","W2PH+QR Topsham, Maine, USA",cmhc.org,+1 207-798-6200,7:20am-5pm,8am-5pm,9am-1pm,Closed,7am-5pm,7am-5pm,7:20am-5pm,https://lh5.googleusercontent.com/p/AF1QipMJ6ZfN8qlkiC5kpO2dn17FyBDhfu0M0SjLC1Or=w408-h272-k-no,TRUE,43.9369375,-69.9704375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:55:01.441Z,
https://www.google.com/maps/place/Northern+Light+Primary+Care/data=!4m5!3m4!1s0x4cae220a5db7790d:0x2600551d62cd7222!8m2!3d44.6105582!4d-69.3353951,Northern Light Primary Care,4.8,5,Family practice physician,,"80 Main St, Unity, ME 04988, United States","JM67+6R Unity, Maine, USA",northernlighthealth.org,+1 207-948-2100,7am-5pm,7am-2pm,Closed,Closed,9am-5pm,7am-5pm,7am-5pm,https://lh5.googleusercontent.com/p/AF1QipORDGGikbJJxQ_Srd-p88VxvNSdtPu6VJYNfP_R=w408-h339-k-no,FALSE,44.6105625,-69.3354375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:55:06.240Z,
https://www.google.com/maps/place/Waterville+Family+Practice/data=!4m5!3m4!1s0x4cb1e37fc78c2b83:0x8ff469a38497475d!8m2!3d44.5494483!4d-69.6283323,Waterville Family Practice,3.9,11,Medical clinic,,"31 Front St, Waterville, ME 04901, United States","G9XC+QM Waterville, Maine, USA",watervillefp.com,+1 207-873-1181,7am-5pm,7am-5pm,Closed,Closed,7am-5pm,7am-5pm,7am-5pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GRh7nuhqhIhGrEcnQSfF-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.58336&pitch=0&thumbfov=100,TRUE,44.5494375,-69.6283125,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:55:10.207Z,
https://www.google.com/maps/place/Fulcrum+Family+Health+DPC/data=!4m5!3m4!1s0x4cb27feef0ef203b:0xb10028dcef38cbfd!8m2!3d43.8623155!4d-70.1042461,Fulcrum Family Health DPC,5,5,Family practice physician,,"42 Mallett Dr Suite 3, Freeport, ME 04032, United States","VV6W+W8 Freeport, Maine, USA",fulcrumfamilyhealth.com,+1 207-386-4895,9am-5pm,9am-3pm,Closed,Closed,9am-5pm,9am-5pm,9am-5pm,https://lh5.googleusercontent.com/p/AF1QipNUfi2D0cAX-3Sfm-kicO0D9z2ODqsGQHHwmfK6=w408-h544-k-no,TRUE,43.8623125,-70.1041875,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:55:14.116Z,
https://www.google.com/maps/place/South+Berwick+Family+Practice/data=!4m5!3m4!1s0x89e2a29e87eb24a3:0x28e22d937d5aab2f!8m2!3d43.2362213!4d-70.8088828,South Berwick Family Practice,2.6,18,Family practice physician,,"31 Colcord St, South Berwick, ME 03908, United States","65PR+FC South Berwick, Maine, USA",wdhospital.org,+1 207-384-4949,8am-4:30pm,6:45am-4pm,Closed,Closed,7am-4:30pm,8am-4:30pm,7am-6pm,https://lh5.googleusercontent.com/p/AF1QipMv2VJEgCZ5EO0VkzqLtM1nf1lw5k9EUAiYG3Ff=w408-h278-k-no,TRUE,43.2361875,-70.8089375,"https://www.google.com/maps/search/primary+care+providers+maine/@44.0212663,-69.9692732,8.41z",2022-03-03T20:55:18.111Z,
